<xml><header>title	year	country	runtime</header>
<movie>Nell	1994	USA	112 min</movie>
<movie>I.Q.	1994	USA	100 min</movie>
<movie>Serial Mom	1994	USA	95 min</movie>
<movie>The Favor	1994	USA	97 min</movie>
<movie>The Pagemaster	1994	USA	80 min</movie>
<movie>Revenge of the Nerds IV: Nerds in Love	1994	USA	92 min</movie>
<movie>Night of the Demons 2	1994	USA	96 min</movie>
<movie>The Little Rascals	1994	USA	82 min</movie>
<movie>The Jungle Book	1994	USA	111 min</movie>
<movie>The Flintstones	1994	USA	91 min</movie>
<movie>Angie	1994	USA	107 min</movie>
<movie>Leprechaun 2	1994	USA	85 min</movie>
<movie>Radioland Murders	1994	USA	108 min</movie>
<movie>Oblivion	1994	USA	94 min</movie>
<movie>Little Odessa	1994	USA	98 min</movie>
<movie>Junior	1994	USA	109 min</movie>
<movie>Lassie	1994	USA	94 min</movie>
<movie>No Escape	1994	USA	118 min</movie>
<movie>Love Stories My Grandmother Tells	1994	USA	30 min</movie>
<movie>Drop Zone	1994	USA	101 min</movie>
<movie>Roadracers	1994	USA	95 min</movie>
<movie>Fast Getaway II	1994	USA	95 min</movie>
<movie>Ri�hie Ri�h	1994	USA	95 min</movie>
<movie>Speechless	1994	USA	99 min</movie>
<movie>Swimming with Sharks	1994	USA	93 min</movie>
<movie>Love Is a Gun	1994	USA	105 min</movie>
<movie>North	1994	USA	87 min</movie>
<movie>Night Fire	1994	USA	97 min</movie>
<movie>Exit to Eden	1994	USA	113 min</movie>
<movie>The Swan Princess	1994	USA	90 min</movie>
<movie>Silent Fall	1994	USA	101 min</movie>
<movie>Trading Mom	1994	USA	82 min</movie>
<movie>Mixed Nuts	1994	USA	97 min</movie>
<movie>The St�ned Age	1994	USA	90 min</movie>
<movie>Blown Away	1994	USA	121 min</movie>
<movie>Little Big League	1994	USA	119 min</movie>
<movie>I'll Do Anything	1994	USA	115 min</movie>
<movie>My Girl 2	1994	USA	99 min</movie>
<movie>I Love Trouble	1994	USA	123 min</movie>
<movie>Kickboxer 4: The Aggressor	1994	USA	90 min</movie>
<movie>A Low Down Dirty Shame	1994	USA	100 min</movie>
<movie>Aladdin: The Return of Jafar	1994	USA	69 min</movie>
<movie>Cops and Robbersons	1994	USA	93 min</movie>
<movie>Motorcycle Gang	1994	USA	84 min</movie>
<movie>The Ref	1994	USA	96 min</movie>
<movie>Unledded	1994	USA	N/A</movie>
<movie>Blankman	1994	USA	92 min</movie>
<movie>Lightning Jack	1994	"USA, Australia"	98 min</movie>
<movie>Death Wish V: The Face of Death	1994	"USA, Canada"	95 min</movie>
<movie>Little Women	1994	"USA, Canada"	115 min</movie>
<movie>Terminal Velocity	1994	"USA, Canada"	102 min</movie>
<movie>Mrs. Parker and the Vicious Circle	1994	"USA, Canada"	125 min</movie>
<movie>Fresh	1994	"USA, France"	114 min</movie>
<movie>Double Dragon	1994	"USA, France, Denmark"	96 min</movie>
<movie>The Secret of Roan Inish	1994	"USA, Ireland"	103 min</movie>
<movie>Only You	1994	"USA, Italy"	115 min</movie>
<movie>The Getaway	1994	"USA, Japan"	115 min</movie>
<movie>3 Ninjas Kick Back	1994	"USA, Japan"	93 min</movie>
<movie>Mary Shelley's Frankenstein	1994	"USA, Japan, UK"	123 min</movie>
<movie>Hercules and the Amazon Women	1994	"USA, New Zealand"	91 min</movie>
<movie>Hercules: The Legendary Journeys - Hercules and the Lost Kingdom	1994	"USA, New Zealand"	91 min</movie>
<movie>Trancers 5: Sudden Deth	1994	"USA, Romania"	73 min</movie>
<movie>The Best of Sting: Fields of Gold 1984-1994	1994	"USA, UK"	122 min</movie>
<movie>Black Beauty	1994	"USA, UK"	88 min</movie>
<movie>George Stevens: D-Day to Berlin	1994	"USA, UK"	46 min</movie>
<movie>Amateur	1994	"USA, UK, France"	105 min</movie>
<movie>Gorgeous	1995	Australia	N/A</movie>
<movie>Napoleon	1995	"Australia, Japan"	81 min</movie>
<movie>Babe	1995	"Australia, USA"	91 min</movie>
<movie>Sahara	1995	"Australia, USA"	106 min</movie>
<movie>Harrison Bergeron	1995	Canada	99 min</movie>
<movie>Chinese Chocolate	1995	Canada	95 min</movie>
<movie>When Night Is Falling	1995	Canada	94 min</movie>
<movie>Iron Eagle IV	1995	Canada	96 min</movie>
<movie>A Young Connecticut Yankee in King Arthur's Court	1995	"Canada, France, UK"	95 min</movie>
<movie>Mystery of the Maya	1995	"Canada, Mexico"	38 min</movie>
<movie>Family of Cops	1995	"Canada, USA"	90 min</movie>
<movie>Senior Trip	1995	"Canada, USA"	91 min</movie>
<movie>Johnny Mnemonic	1995	"Canada, USA"	96 min</movie>
<movie>Slam Dunk Ernest	1995	"Canada, USA"	93 min</movie>
<movie>Malicious	1995	"Canada, USA"	92 min</movie>
<movie>Magic in the Water	1995	"Canada, USA"	101 min</movie>
<movie>Screamers	1995	"Canada, USA, Japan"	108 min</movie>
<movie>"Vampira: About Sex, Death and Taxes"	1995	Finland	64 min</movie>
<movie>My Vote Is My Secret - Chroniques Sud-Africaines 1994	1995	France	N/A</movie>
<movie>The Celluloid Closet	1995	"France, UK, Germany, USA"	102 min</movie>
<movie>Leaving Las Vegas	1995	"France, UK, USA"	111 min</movie>
<movie>Dracula: Dead and Loving It	1995	"France, USA"	88 min</movie>
<movie>Showgirls	1995	"France, USA"	128 min</movie>
<movie>Assassins	1995	"France, USA"	132 min</movie>
<movie>Free Willy 2: The Adventure Home	1995	"France, USA"	95 min</movie>
<movie>Wings of Courage	1995	"France, USA"	40 min</movie>
<movie>Crying Freeman	1995	"France, USA, Japan, Canada"	102 min</movie>
<movie>Orson Welles: The One-Man Band	1995	"Germany, France, Switzerland"	88 min</movie>
<movie>Smoke	1995	"Germany, Japan, USA"	112 min</movie>
<movie>I.D.	1995	"Germany, UK"	107 min</movie>
<movie>Sabrina	1995	"Germany, USA"	127 min</movie>
<movie>Circle of Friends	1995	"Ireland, USA, UK"	103 min</movie>
<movie>Shadow Skill	1995	Japan	45 min</movie>
<movie>The Quick and the Dead	1995	"Japan, USA"	107 min</movie>
<movie>Victor/Victoria	1995	"Japan, USA"	146 min</movie>
<movie>Forgotten Silver	1995	New Zealand	53 min</movie>
<movie>Mute Witness	1995	"Russia, UK, Germany"	95 min</movie>
<movie>The Mangler	1995	"South Africa, UK"	106 min</movie>
<movie>"Cry, the Beloved Country"	1995	"South Africa, USA"	106 min</movie>
<movie>Two Much	1995	"Spain, USA"	118 min</movie>
<movie>Evil Ed	1995	Sweden	93 min</movie>
<movie>Shao nu xiao yu	1995	Taiwan	104 min</movie>
<movie>Mr. X	1995	"Taiwan, UK"	90 min</movie>
<movie>A Close Shave	1995	UK	30 min</movie>
<movie>Full Throttle	1995	UK	50 min</movie>
<movie>The Wind in the Willows	1995	UK	73 min</movie>
<movie>The Englishman Who Went Up a Hill But Came Down a Mountain	1995	UK	99 min</movie>
<movie>Blue Juice	1995	UK	90 min</movie>
<movie>Sharpe's Sword	1995	UK	101 min</movie>
<movie>Sharpe's Gold	1995	UK	101 min</movie>
<movie>Cold Comfort Farm	1995	UK	105 min</movie>
<movie>Peter Grimes	1995	UK	145 min</movie>
<movie>The Ten Commandments Number 3: Remember to Keep Holy the Sabbath Day	1995	UK	5 min</movie>
<movie>An Awfully Big Adventure	1995	UK	112 min</movie>
<movie>Sharpe's Battle	1995	UK	100 min</movie>
<movie>Branwen	1995	UK	94 min</movie>
<movie>A Midwinter's Tale	1995	UK	99 min</movie>
<movie>Carrington	1995	"UK, France"	121 min</movie>
<movie>Innocent Lies	1995	"UK, France"	88 min</movie>
<movie>Total Eclipse	1995	"UK, France, Belgium"	111 min</movie>
<movie>Angus	1995	"UK, France, Germany, USA"	90 min</movie>
<movie>The Passion of Darkly Noon	1995	"UK, Germany, Belgium"	101 min</movie>
<movie>The Young Poisoner's Handbook	1995	"UK, Germany, France"	99 min</movie>
<movie>"Institute Benjamenta, or This Dream That One Calls Human Life"	1995	"UK, Japan, Germany"	105 min</movie>
<movie>Land and Freedom	1995	"UK, Spain, Germany, Italy, France"	109 min</movie>
<movie>French Kiss	1995	"UK, USA"	111 min</movie>
<movie>Dead Man Walking	1995	"UK, USA"	122 min</movie>
<movie>Funny Bones	1995	"UK, USA"	128 min</movie>
<movie>GoldenEye	1995	"UK, USA"	130 min</movie>
<movie>Angels and Insects	1995	"UK, USA"	116 min</movie>
<movie>Richard III	1995	"UK, USA"	110 min</movie>
<movie>Prime Suspect: The Lost Child	1995	"UK, USA"	101 min</movie>
<movie>The Infiltrator	1995	"UK, USA"	92 min</movie>
<movie>Beyond Rangoon	1995	"UK, USA"	100 min</movie>
<movie>A Month by the Lake	1995	"UK, USA"	92 min</movie>
<movie>Safe	1995	"UK, USA"	119 min</movie>
<movie>Haunted	1995	"UK, USA"	108 min</movie>
<movie>Panther	1995	"UK, USA"	124 min</movie>
<movie>Bullet to Beijing	1995	"UK, USA, Canada"	122 min</movie>
<movie>Detonator II: Night Watch	1995	"UK, USA, Croatia"	94 min</movie>
<movie>Persuasion	1995	"UK, USA, France"	107 min</movie>
<movie>Anne Frank Remembered	1995	"UK, USA, Netherlands"	117 min</movie>
<movie>Pocahontas	1995	USA	48 min</movie>
<movie>Mighty Aphrodite	1995	USA	95 min</movie>
<movie>Heavy	1995	USA	105 min</movie>
<movie>Alien Nation: Body and Soul	1995	USA	87 min</movie>
<movie>Friendship's Field	1995	USA	83 min</movie>
<movie>Village of the Damned	1995	USA	99 min</movie>
<movie>Live Nude Girls	1995	USA	95 min</movie>
<movie>Runaway Brain	1995	USA	7 min</movie>
<movie>Joseph's Reunion	1995	USA	30 min</movie>
<movie>Carrotblanca	1995	USA	8 min</movie>
<movie>Above Suspicion	1995	USA	95 min</movie>
<movie>Empire Records	1995	USA	90 min</movie>
<movie>Search for the Great Sharks	1995	USA	38 min</movie>
<movie>In Pursuit of Honor	1995	USA	111 min</movie>
<movie>The Journey of August King	1995	USA	91 min</movie>
<movie>Rumpelstiltskin	1995	USA	87 min</movie>
<movie>Under Siege 2: Dark Territory	1995	USA	100 min</movie>
<movie>Indictment: The McMartin Trial	1995	USA	131 min</movie>
<movie>Man of the House	1995	USA	96 min</movie>
<movie>The Amazing Panda Adventure	1995	USA	84 min</movie>
<movie>Jury Duty	1995	USA	88 min</movie>
<movie>Children of the Corn III: Urban Harvest	1995	USA	92 min</movie>
<movie>The Fantasticks	1995	USA	86 min</movie>
<movie>Dragon Fury	1995	USA	79 min</movie>
<movie>Wendigo	1995	USA	84 min</movie>
<movie>Destiny Turns on the Radio	1995	USA	102 min</movie>
<movie>Miami Rhapsody	1995	USA	95 min</movie>
<movie>The Babysitter	1995	USA	90 min</movie>
<movie>My Family	1995	USA	128 min</movie>
<movie>Magic Island	1995	USA	88 min</movie>
<movie>The Redemption: Kickboxer 5	1995	USA	87 min</movie>
<movie>Night of the Running Man	1995	USA	93 min</movie>
<movie>Frank &amp; Jesse	1995	USA	105 min</movie>
<movie>Fluke	1995	USA	96 min</movie>
<movie>Body Chemistry 4: Full Exposure	1995	USA	80 min</movie>
<movie>Heat	1995	USA	170 min</movie>
<movie>Judge Dredd	1995	USA	96 min</movie>
<movie>Winnie the Pooh Un-Valentine's Day	1995	USA	30 min</movie>
<movie>Stardust 6	1995	USA	N/A</movie>
<movie>Mallrats	1995	USA	94 min</movie>
<movie>Jeffrey	1995	USA	92 min</movie>
<movie>My Teacher's Wife	1995	USA	89 min</movie>
<movie>Twelve Monkeys	1995	USA	129 min</movie>
<movie>Tammi Ann: The Girl Just Can't Help It	1995	USA	N/A</movie>
<movie>The Land Before Time III: The Time of the Great Giving	1995	USA	71 min</movie>
<movie>Wild Bill	1995	USA	98 min</movie>
<movie>How to Make an American Quilt	1995	USA	117 min</movie>
<movie>The Tuskegee Airmen	1995	USA	106 min</movie>
<movie>Toy Story	1995	USA	81 min</movie>
<movie>Kicking and Screaming	1995	USA	96 min</movie>
<movie>Blue in the Face	1995	USA	83 min</movie>
<movie>The Viking Sagas	1995	USA	83 min</movie>
<movie>The Power Within	1995	USA	97 min</movie>
<movie>Dolores Claiborne	1995	USA	132 min</movie>
<movie>Caged Heat 3000	1995	USA	80 min</movie>
<movie>Assault of the Party Nerds 2: The Heavy Petting Detective	1995	USA	86 min</movie>
<movie>Plan 10 from Outer Space	1995	USA	80 min</movie>
<movie>"Going, Going, Almost Gone! Animals in Danger"	1995	USA	N/A</movie>
<movie>Beverly Hills Blondes	1995	USA	72 min</movie>
<movie>Michael Jackson: Video Greatest Hits - HIStory	1995	USA	89 min</movie>
<movie>Grumpier Old Men	1995	USA	101 min</movie>
<movie>Houseguest	1995	USA	113 min</movie>
<movie>The Last Supper	1995	USA	92 min</movie>
<movie>The Underneath	1995	USA	99 min</movie>
<movie>The Brothers McMullen	1995	USA	98 min</movie>
<movie>Castle Freak	1995	USA	90 min</movie>
<movie>Fair Game	1995	USA	91 min</movie>
<movie>Unstrung Heroes	1995	USA	93 min</movie>
<movie>Tyson	1995	USA	104 min</movie>
<movie>The Cure	1995	USA	97 min</movie>
<movie>Living in Oblivion	1995	USA	90 min</movie>
<movie>Last of the Dogmen	1995	USA	118 min</movie>
<movie>Higher Learning	1995	USA	127 min</movie>
<movie>Clockers	1995	USA	128 min</movie>
<movie>3 Ninjas Knuckle Up	1995	USA	85 min</movie>
<movie>Dangerous Minds	1995	USA	99 min</movie>
<movie>Just Cause	1995	USA	102 min</movie>
<movie>Balto	1995	USA	78 min</movie>
<movie>Bad Boys	1995	USA	119 min</movie>
<movie>Crimson Tide	1995	USA	116 min</movie>
<movie>Tommy Boy	1995	USA	97 min</movie>
<movie>30 Years of National Geographic Specials	1995	USA	46 min</movie>
<movie>Mr. Holland's Opus	1995	USA	143 min</movie>
<movie>Money Train	1995	USA	110 min</movie>
<movie>Congo	1995	USA	109 min</movie>
<movie>Lord Zedd's Monster Heads: The Greatest Villains of the Mighty Morphin Power Rangers	1995	USA	30 min</movie>
<movie>The Walt Disney Company and McDonald's Present the American Teacher Awards	1995	USA	N/A</movie>
<movie>Virtuosity	1995	USA	106 min</movie>
<movie>The Scarlet Letter	1995	USA	135 min</movie>
<movie>Clueless	1995	USA	97 min</movie>
<movie>Friday	1995	USA	91 min</movie>
<movie>Copycat	1995	USA	123 min</movie>
<movie>Jumanji	1995	USA	104 min</movie>
<movie>Things to Do in Denver When You're Dead	1995	USA	115 min</movie>
<movie>Something to Talk About	1995	USA	106 min</movie>
<movie>Ace Ventura: When Nature Calls	1995	USA	90 min</movie>
<movie>Waterworld	1995	USA	135 min</movie>
<movie>Get Shorty	1995	USA	105 min</movie>
<movie>Hideaway	1995	USA	106 min</movie>
<movie>Pocahontas	1995	USA	81 min</movie>
<movie>Mortal Kombat	1995	USA	101 min</movie>
<movie>Billy Madison	1995	USA	89 min</movie>
<movie>Kids	1995	USA	91 min</movie>
<movie>The Crossing Guard	1995	USA	111 min</movie>
<movie>Losing Isaiah	1995	USA	111 min</movie>
<movie>Nixon	1995	USA	192 min</movie>
<movie>Palookaville	1995	USA	92 min</movie>
<movie>"The History of Rock 'N' Roll, Vol. 2"	1995	USA	60 min</movie>
<movie>"The History of Rock 'N' Roll, Vol. 4"	1995	USA	60 min</movie>
<movie>Rock 'n' Roll Explodes	1995	USA	60 min</movie>
<movie>"The History of Rock 'N' Roll, Vol. 3"	1995	USA	60 min</movie>
<movie>Powder	1995	USA	111 min</movie>
<movie>Dead Presidents	1995	USA	119 min</movie>
<movie>The Incredibly True Adventure of Two Girls in Love	1995	USA	94 min</movie>
<movie>Strange Days	1995	USA	145 min</movie>
<movie>Tank Girl	1995	USA	104 min</movie>
<movie>The 1995 NCLR Bravo Awards	1995	USA	N/A</movie>
<movie>While You Were Sleeping	1995	USA	103 min</movie>
<movie>Vampire in Brooklyn	1995	USA	100 min</movie>
<movie>The Prophecy	1995	USA	98 min</movie>
<movie>Nick of Time	1995	USA	90 min</movie>
<movie>Braveheart	1995	USA	178 min</movie>
<movie>Major Payne	1995	USA	95 min</movie>
<movie>Die Hard with a Vengeance	1995	USA	128 min</movie>
<movie>Delta of Venus	1995	USA	102 min</movie>
<movie>"Secrets of the X Files, Part 1"	1995	USA	60 min</movie>
<movie>"To Wong Foo Thanks for Everything, Julie Newmar"	1995	USA	109 min</movie>
<movie>A Little Princess	1995	USA	97 min</movie>
<movie>Se7en	1995	USA	127 min</movie>
<movie>Hackers	1995	USA	107 min</movie>
<movie>"The History of Rock 'N' Roll, Vol. 6"	1995	USA	60 min</movie>
<movie>"The History of Rock 'N' Roll, Vol. 8"	1995	USA	60 min</movie>
<movie>"The History of Rock 'N' Roll, Vol. 9"	1995	USA	65 min</movie>
<movie>"The History of Rock 'N' Roll, Vol. 10"	1995	USA	60 min</movie>
<movie>The Basketball Diaries	1995	USA	102 min</movie>
<movie>Before Your Eyes: Angelie's Secret	1995	USA	N/A</movie>
<movie>Problem Child 3: Junior in Love	1995	USA	87 min</movie>
<movie>The October Brigade	1995	USA	N/A</movie>
<movie>Escape from Terror: The Teresa Stamper Story	1995	USA	90 min</movie>
<movie>Four Rooms	1995	USA	98 min</movie>
<movie>"Angels, Our Mysterious Messengers"	1995	USA	N/A</movie>
<movie>Sugartime	1995	USA	111 min</movie>
<movie>Far from Home: The Adventures of Yellow Dog	1995	USA	81 min</movie>
<movie>Welcome to the Dollhouse	1995	USA	88 min</movie>
<movie>Beyond Desire	1995	USA	87 min</movie>
<movie>The Living Sea	1995	USA	40 min</movie>
<movie>The Indian in the Cupboard	1995	USA	96 min</movie>
<movie>Embrace of the Vampire	1995	USA	92 min</movie>
<movie>Father of the Bride Part II	1995	USA	106 min</movie>
<movie>Apollo 13	1995	USA	140 min</movie>
<movie>Kiss of Death	1995	USA	101 min</movie>
<movie>The Big Green	1995	USA	100 min</movie>
<movie>The American President	1995	USA	114 min</movie>
<movie>Operation Dumbo Drop	1995	USA	107 min</movie>
<movie>Trinity and Beyond: The Atomic Bomb Movie	1995	USA	92 min</movie>
<movie>Nine Months	1995	USA	103 min</movie>
<movie>It Takes Two	1995	USA	101 min</movie>
<movie>True Crime	1995	USA	94 min</movie>
<movie>Unzipped	1995	USA	73 min</movie>
<movie>The Brady Bunch Movie	1995	USA	90 min</movie>
<movie>Gordy	1995	USA	90 min</movie>
<movie>Heatseeker	1995	USA	91 min</movie>
<movie>Mad Love	1995	USA	93 min</movie>
<movie>Tom and Huck	1995	USA	97 min</movie>
<movie>Behind the Waterfall	1995	USA	94 min</movie>
<movie>Fist of the North Star	1995	USA	103 min</movie>
<movie>No Way Back	1995	USA	91 min</movie>
<movie>Devil in a Blue Dress	1995	USA	102 min</movie>
<movie>The Baby-Sitters Club	1995	USA	94 min</movie>
<movie>Heavy Weights	1995	USA	100 min</movie>
<movie>Tales from the Crypt: Demon Knight	1995	USA	92 min</movie>
<movie>Tall Tale	1995	USA	96 min</movie>
<movie>Saved by the Light	1995	USA	96 min</movie>
<movie>Nemesis 2: Nebula	1995	USA	83 min</movie>
<movie>Outbreak	1995	USA	127 min</movie>
<movie>Now and Then	1995	USA	100 min</movie>
<movie>Leprechaun 3	1995	USA	90 min</movie>
<movie>Canadian Bacon	1995	USA	91 min</movie>
<movie>Casper	1995	USA	100 min</movie>
<movie>Night of the Scarecrow	1995	USA	85 min</movie>
<movie>"Jesus, the Son of God"	1995	USA	30 min</movie>
<movie>Forget Paris	1995	USA	101 min</movie>
<movie>Sudden Death	1995	USA	111 min</movie>
<movie>Species	1995	USA	108 min</movie>
<movie>The Bridges of Madison County	1995	USA	135 min</movie>
<movie>The Hunted	1995	USA	110 min</movie>
<movie>Lord of Illusions	1995	USA	109 min</movie>
<movie>Glory Daze	1995	USA	100 min</movie>
<movie>Bushwhacked	1995	USA	90 min</movie>
<movie>Tales from the Hood	1995	USA	98 min</movie>
<movie>The Net	1995	USA	114 min</movie>
<movie>Halloween: The Curse of Michael Myers	1995	USA	87 min</movie>
<movie>Home for the Holidays	1995	USA	103 min</movie>
<movie>Lie Down with Dogs	1995	USA	84 min</movie>
<movie>The Grass Harp	1995	USA	107 min</movie>
<movie>Pharaoh's Army	1995	USA	90 min</movie>
<movie>Waiting to Exhale	1995	USA	124 min</movie>
<movie>Best of the Best 3: No Turning Back	1995	USA	90 min</movie>
<movie>Desperado	1995	USA	104 min</movie>
<movie>A Goofy Movie	1995	"USA, Australia, France, Canada"	78 min</movie>
<movie>Before Sunrise	1995	"USA, Austria, Switzerland"	101 min</movie>
<movie>Serving in Silence: The Margarethe Cammermeyer Story	1995	"USA, Canada"	91 min</movie>
<movie>Circumstances Unknown	1995	"USA, Canada"	92 min</movie>
<movie>Darkman II: The Return of Durant	1995	"USA, Canada"	93 min</movie>
<movie>The Nature of the Beast	1995	"USA, Canada"	91 min</movie>
